id_inline,pull_request_review_id,pr_id,path,user_inline,user_type_inline,agent,body_inline,matched_keywords,html_url
1906180500,2535599498,2773964481,src/bespokelabs/curator/llm/llm.py,vutrung96,User,Devin,"can you move this to line 237 and use it in the if statement in 238?

```
if not os.getenv(""CURATOR_DISABLE_CACHE"", """").lower() in [""true"", ""1""]:
```",Mov*,https://github.com/bespokelabsai/curator/pull/324
2227219786,3049824420,3254714553,docs/samples/client/csharp/SampleService/SampleClient/src/Generated/SampleTypeSpecClient.cs,ArcturusZhang,User,Copilot,"we should not touch anything outside `packages/http-client-csharp` directory.
Please revert this change.",Chang*,https://github.com/microsoft/typespec/pull/7984
2159240618,2946593197,3163701771,api/api/routers/runs_v1.py,guillaq,User,Cursor,"remove, field does not exist",Remov*,https://github.com/WorkflowAI/WorkflowAI/pull/525
2098945168,2855696040,3075243153,python/packages/autogen-agentchat/tests/test_group_chat_graph.py,Copilot,Bot,Copilot,"Fixed in e2fdb7e. Added a condition lambda to the edge to C: `DiGraphEdge(target=""C"", condition=lambda msg: len(msg.to_model_text()) <= 5)`.",Add*; Fix*,https://github.com/microsoft/autogen/pull/6565
2147012601,2928466830,3146310469,onnxscript/rewriter/deprecated_llama_rule_sets_test.py,justinchuby,User,Copilot,Just move everything to onnxscript/rewriter/basic_rules_test.py and remove this file,Mov*; Remov*; Rewrit*,https://github.com/microsoft/onnxscript/pull/2388
2163320970,2952758505,3170984903,models/vista3d/docs/inference.md,Copilot,Bot,OpenAI_Codex,Fixed the typo 'segmentatation' to 'segmentation'.,Fix*,https://github.com/Project-MONAI/model-zoo/pull/754
2151259762,2934046288,3151882306,packages/http-client-java/emitter/src/code-model-builder.ts,haolingdong-msft,User,Copilot,@copilot  why change this? don't use `__raw` type,Chang*,https://github.com/microsoft/typespec/pull/7661
2120593117,2887562146,3108908027,dev/clint/src/clint/linter.py,harupy,User,Copilot,"```suggestion
    violations: list[Violation] = []
```

let's add type hint.",Add*,https://github.com/mlflow/mlflow/pull/16009
2191865989,2996596215,3211507551,.gitignore,Copilot,Bot,Copilot,Removed the unnecessary *.class entry from .gitignore in commit cd70a3c.,Remov*,https://github.com/camunda/camunda/pull/35007
2182691050,2983025169,3196952174,.github/workflows/codeql.yml,Copilot,Bot,Copilot,"Fixed in commit ed2db87. Removed `utils/cluster_manager.py` from C/C++ analysis filter as it should only trigger Python CodeQL analysis, not other languages.",Fix*; Remov*,https://github.com/valkey-io/valkey-glide/pull/4287
2214882941,3031779493,3231788654,qa/acceptance-tests/src/test/java/io/camunda/it/nodb/NoSecondaryStorageTest.java,abremard,User,Copilot,We already have a test above for unsupported endpoint so I'm just adding one for supported endpoints like `/topology`,Add*,https://github.com/camunda/camunda/pull/35374
2149719449,2931716975,3130921190,doc/codegen/modular_codegen_design.md,Copilot,Bot,Copilot,"Added note that implementation as tasklets vs. code generation is an implementation detail that may be refined during development, distinguishing design concerns from implementation specifics. See commit 66be6e8.",Add*; Refin*,https://github.com/spcl/dace/pull/2036
2217760708,3035972660,3246256169,.github/workflows/PR-auto-deploy.yml,Copilot,Bot,OpenAI_Codex,"Using PR number directly as port number could cause port conflicts or expose services on predictable ports. Consider using a port mapping strategy that avoids conflicts and reduces predictability.
```suggestion
                - ""${{ hash_port }}:8080""
```",Reduc*,https://github.com/Stirling-Tools/Stirling-PDF/pull/3993
2132712937,2905746914,3101464221,sdk/servicebus/azure-servicebus/TROUBLESHOOTING.md,swathipil,User,Copilot,"Remove section, not common errors.",Remov*,https://github.com/Azure/azure-sdk-for-python/pull/41352
2148994640,2930559602,3148402460,packages/http-client-csharp/global.json,ArcturusZhang,User,Copilot,please also revert the changes here.,Chang*,https://github.com/microsoft/typespec/pull/7644
2145319141,2925203005,3143689167,.github/ISSUE_TEMPLATE/1-bug.yml,Copilot,Bot,Copilot,Added the library version field back as an optional field in the bug report template. This maintains helpful troubleshooting information while keeping the form streamlined. Commit ae4866f,Add*,https://github.com/microsoft/fabric-cicd/pull/342
2217127207,3035110777,3241734959,ddns/util/http.py,Copilot,Bot,Copilot,"The retry logic for HTTP status codes has an off-by-one error. With retries=2, this condition `attempt < self.retries` means only the first attempt (attempt=1) can trigger a retry, but not the second attempt (attempt=2). This effectively reduces the retry count by 1.",Reduc*,https://github.com/NewFuture/DDNS/pull/536
2101170061,2859121421,3080743634,packages/http-client-csharp/generator/Microsoft.TypeSpec.Generator/test/Writers/TestData/CodeWriterTests/ConsecutiveEmptyLinesSummary.cs,Copilot,Bot,Copilot,"I've updated the tests to follow the repository's testing pattern. In commit 6ba0635, I:

1. Modified the existing ConsecutiveEmptyLinesSummary test to use Helpers.GetExpectedFromFile() 
2. Added a new ThreeConsecutiveEmptyLinesSummary test that specifically validates the fix for three consecutive empty lines
3. Ensured all test files have proper newline endings

All tests are now passing, properly validating the XML documentation line break fix.",Add*; Fix*; Modif*,https://github.com/microsoft/typespec/pull/7423
2103980410,2863466936,3085398469,dev/pyproject.py,Copilot,Bot,Copilot,"Updated the comment to clarify that databricks-agents is needed for multiple mlflow.genai functionalities, not just labeling. The updated comment now reads ""Required for mlflow.genai functionality (datasets, labeling, etc.)"". Changes in commit ad3166f.",Chang*,https://github.com/mlflow/mlflow/pull/15856
2113672669,2877820760,3079886079,.github/copilot-instructions.md,Copilot,Bot,Copilot,Added a note highlighting that property names in template_schema.json and the parameters section in porter.yaml should match. (f149f42),Add*,https://github.com/microsoft/AzureTRE/pull/4561
2210725878,3025514096,3203097519,onnx/inliner/inliner.cc,gramalingam,User,Copilot,"Can you move these changes into InliningRenamer directly, and avoid this new class? (Change method access to public for needed methods, and add any needed new method.)",Add*; Chang*; Inlin*; Mov*,https://github.com/onnx/onnx/pull/7112
2103790395,2863140136,3085111843,requirements/constraints.txt,Copilot,Bot,Copilot,Added a TODO comment with a link to the issue. This will help track when we need to revisit and remove this constraint. Commit 2a86a13.,Add*; Remov*,https://github.com/mlflow/mlflow/pull/15848
2121881600,2889520858,3060998787,airbyte-integrations/connectors/source-mongodb-v2/metadata.yaml,theyueli,User,Devin,@bnchrch @katmarkham @matteogp breaking change comments,Chang*,https://github.com/airbytehq/airbyte/pull/60252
2141302180,2919028392,3138279170,src/halmos/solve.py,Copilot,Bot,Copilot,Made tag required in PathContext by removing `| None` type hint and adjusting parameter order. (b421f6e),Remov*,https://github.com/a16z/halmos/pull/541
2222175783,3042484153,3148932692,src/qcodes/dataset/descriptions/dependencies.py,Copilot,Bot,Copilot,"The error message should be more descriptive. Consider adding information about available parameters or suggesting how to resolve the issue.
```suggestion
            available_params = "", "".join(self.graph.nodes)
            raise ValueError(
                f""Parameter '{initial_param.name}' is not part of the graph. ""
                f""Available parameters are: {available_params}. ""
                f""Please check if the parameter name is correct or if the graph has been properly initialized.""
            )
```",Add*,https://github.com/microsoft/Qcodes/pull/7240
2096455320,2851946565,3074925487,python/packages/autogen-ext/pyproject.toml,Copilot,Bot,Copilot,"GraphRAG 2.2.1 introduces several changes from 1.0.1, but our current usage in AutoGen doesn't require code changes. Key updates include a new data model with consistent entity fields, required vector store integration, and improved search capabilities. The breaking-changes.md file in the GraphRAG repository documents these changes. Our update ensures that users who install the latest version will have access to all the new features while maintaining compatibility with our existing code.",Chang*; Improv*; Introduc*,https://github.com/microsoft/autogen/pull/6563
2118686352,2885075533,3106326653,.github/policy.rego,Copilot,Bot,Copilot,Renamed to `get_unpinned_actions` as requested. Changes in commit 586935e.,Chang*; Renam*,https://github.com/mlflow/mlflow/pull/15996
2110894936,2873536109,3090570894,tests/undefined_symbol_test.py,tbennun,User,Copilot,"Shouldn't the assertions here be more specific to undefined? You know what would be a great idea? If you had a function `symbolic.is_undefined` that checks the atoms of an expression for undefined symbols! That would be a great assertion to have! Of course, you should add unit tests with well-defined symbolic and constant expressions to see that it returns False if that's not the case.",Add*,https://github.com/spcl/dace/pull/2019
2104680138,2864568034,3086457034,.github/actions/validate-author/index.js,harupy,User,Copilot,can we improve this message?,Improv*,https://github.com/mlflow/mlflow/pull/15865
2143723510,2922757328,3135068930,olive/api/README.md,xiaoyu-work,User,Copilot,"Remove this file, combine this content to documentation you added.",Add*; Remov*,https://github.com/microsoft/Olive/pull/1907
2062770473,2797801715,3023432503,docs/vars/serialization.md,Alek99,User,Devin,remove this one,Remov*,https://github.com/reflex-dev/reflex-web/pull/1305
2172094595,2966671046,3182767311,ui/app/src/components/shared/ResourceCard.tsx,Copilot,Bot,Copilot,"Updated to show owner information on the resource card itself (below the description) and changed the popup label to ""Owner ID:"" as requested.",Chang*,https://github.com/microsoft/AzureTRE/pull/4610
2100053671,2857358879,3079886079,.github/copilot-instructions.md,Copilot,Bot,Copilot,Removed the instruction to update versions in the CHANGELOG as part of development. Also updated the example changelog entry to match the correct format. (044afed),Chang*; Remov*,https://github.com/microsoft/AzureTRE/pull/4561
2108051587,2869418166,3092400652,.github/workflows/cross-version-tests.yml,harupy,User,Copilot,looks like you removed unrelated fields. Let's restore them.,Remov*,https://github.com/mlflow/mlflow/pull/15889
2200489667,3009907267,3222017344,clients/java/src/test/java/io/camunda/client/adhocsubprocess/AdHocSubProcessActivityActivationTest.java,maff,User,Copilot,Why change this class at all?,Chang*,https://github.com/camunda/camunda/pull/35209
2165267167,2955920389,3172846336,packages/http-client-csharp/global.json,Copilot,Bot,Copilot,Reverted changes to this file. (commit bd7c811),Chang*,https://github.com/microsoft/typespec/pull/7729
2196253794,3003480066,3207348309,smoke-tests/apps/HttpClients/src/smokeTest/java/com/microsoft/applicationinsights/smoketest/HttpClientTest.java,Copilot,Bot,Copilot,"Added SampleRate verification support to the assertion framework. Both `RequestAssert` and `DependencyAssert` now have `hasSampleRate(Float)` and `hasNoSampleRate()` methods. Updated the HttpClients test to include `hasNoSampleRate()` assertions for the request and all dependencies, maintaining full functional equivalence with the original test. (502cd58)",Add*,https://github.com/microsoft/ApplicationInsights-Java/pull/4269
2094201190,2848387949,3070740875,autogpt_platform/backend/backend/blocks/exa/helpers.py,Copilot,Bot,OpenAI_Codex,"[nitpick] Consider adding a brief docstring for to_camel_case_dict to explain its role in converting dictionary keys to camelCase, including its recursive handling of nested dictionaries and lists.",Add*,https://github.com/Significant-Gravitas/AutoGPT/pull/9958
2147417265,2928953004,3138534395,src/sentry/integrations/source_code_management/language_parsers.py,iamrajjoshi,User,Cursor,"yeah, we just can't extract any function names for this to try to match",Extract*,https://github.com/getsentry/sentry/pull/93402
2082623198,2829896171,3053343945,docs/integrations/sources/freshservice.md,ian-at-airbyte,User,Devin,Can you tell me why you added this stream to the documentation?,Add*,https://github.com/airbytehq/airbyte/pull/59764
2144636503,2924097692,3142842662,.circleci/config.yml,Copilot,Bot,Copilot,Simplified the step to show only the total size of docs/build/latest directory as requested. Commit 3827261.,Simplif*,https://github.com/mlflow/mlflow/pull/16243
1997126787,2688117996,2922352169,docs/understanding-airbyte/file-transfer.md,aaronsteers,User,Devin,"```suggestion
- Both the source and destination must support File Sync.
- File Sync is designed for raw file movement, not for transforming data.
- Maximum file size limits may apply depending on the connectors.
```",Mov*,https://github.com/airbytehq/airbyte/pull/55783
2180673769,2980154267,3119512382,sdk/tools/azure-openrewrite/pom.xml,Copilot,Bot,Copilot,"I cannot add an x-version-update tag to line 237 because the entire dependency block (lines 233-240) is commented out due to ""Dependency not available in Maven Central"". Adding a comment tag inside an XML comment block would create invalid XML. Should this dependency be uncommented to add the tag, or would you prefer a different approach?",Add*; Creat*,https://github.com/Azure/azure-sdk-for-java/pull/45595
2138310757,2914276508,3133771594,src/qcodes/dataset/database_extract_runs.py,Copilot,Bot,Copilot,Refactored the function to eliminate duplication by introducing a `need_export` flag that controls when to call `dataset.export()`. The export logic is now consolidated into a single code path. 09dbbdf,Introduc*; Refactor*,https://github.com/microsoft/Qcodes/pull/7213
2202754920,3013276959,3225037054,ddns/provider/namesilo.py,Copilot,Bot,Copilot,Simplified `_query_record` logic by removing intermediate variables and using direct comparisons. Commit: a2a1d01,Remov*; Simplif*,https://github.com/NewFuture/DDNS/pull/514
2205464966,3017212109,3203097519,onnx/inliner/inliner.cc,gramalingam,User,Copilot,I think this condition is expected to be true? Maybe it is better to change the if-condition to an assert that rename_scopes is not empty?,Chang*; Renam*,https://github.com/onnx/onnx/pull/7112
2220015886,3039335843,3214122373,examples/library_node_expansion_demo.py,tbennun,User,Copilot,"No need for example file, remove.",Remov*,https://github.com/spcl/dace/pull/2077
2101155889,2859103022,3080743634,packages/http-client-csharp/generator/Microsoft.TypeSpec.Generator/test/Writers/TestData/CodeWriterTests/ConsecutiveEmptyLinesSummary.cs,jorgerangel-msft,User,Copilot,"If you are adding a test data file for unit tests, then you should follow the testing pattern establishing in this repo. The unit test should validate the generated output with the TestData file. You can see an existing example of the pattern [here](https://github.com/microsoft/typespec/blob/4b9ced43faf22f000334117bfc146d2331df0dc9/packages/http-client-csharp/generator/Microsoft.TypeSpec.Generator/test/Providers/ConstructorProviderTests.cs#L16). What is necessary for this pr, is to also add a unit test that replicates the exact statement being built in the original issue. The unit test should confirm things are generated / printed correctly.",Add*,https://github.com/microsoft/typespec/pull/7423
1934564470,2582224153,2819134642,docusaurus/sidebars.js,aaronsteers,User,Devin,"I can't do much to review the changes in this file, but if preview is working, I assume the code is working properly.",Chang*,https://github.com/airbytehq/airbyte/pull/52636
1969253591,2640086584,2876006908,src/zenml/materializers/built_in_materializer.py,schustmi,User,Claude_Code,"I think this needs a major rework: This code is not using ZenML materializers anymore and instead simply uses pickle for everything. If that was a good solution, instead of doing all this chunking we could just tell people to pickle the whole collection.",Rework*,https://github.com/zenml-io/zenml/pull/3375
2065420473,2801942427,3027010160,docs/assets/overview.md,Alek99,User,Devin,Remove simply,Remov*,https://github.com/reflex-dev/reflex-web/pull/1313
2218401123,3036871437,3247403285,CONTRIBUTING.md,bewithgaurav,User,Copilot,"Please change this line for reviewers to strictly read and use PR template while raising PRs, since the format/rules are already defined in PR description template.",Chang*,https://github.com/microsoft/mssql-python/pull/149
2211684135,3026992154,3225168727,.github/workflows/package.json,jamesx-improving,User,Copilot,consider move this file to `.github/dependabot-deps/`,Mov*,https://github.com/valkey-io/valkey-glide/pull/4353
2241905571,3070396706,3221328642,src/tasks.rs,kemingy,User,Copilot,"You should create a sync.rs file that contains both std and loom sync to be imported by TaskManager to use. Otherwise, this test doesn't add any benefit from loom.",Add*; Creat*,https://github.com/mosecorg/mosec/pull/658
2154875074,2939663728,3156938074,agent/api/agent_server/models.py,keugenek,User,Devin,name better to not change after app_name removed,Chang*; Remov*,https://github.com/appdotbuild/agent/pull/299
2145921879,2926099334,3126336730,docker-images/Dockerfile.python-connector,aaronsteers,User,Devin,Added (new) - this supports installing and testing connectors using dev versions of the CDK.,Add*,https://github.com/airbytehq/airbyte/pull/61443
2203097629,3013789366,3225037054,ddns/provider/namesilo.py,NewFuture,User,Copilot,"@copilot you should remove test_query_record_success_single_record test, it not a real case.",Remov*,https://github.com/NewFuture/DDNS/pull/514
2206413115,3018694950,3230759504,onnxscript/rewriter/pattern_match_context_test.py,gramalingam,User,Copilot,Replace this by an assertion that context.main_root_node is same as model.graph.node(2),Replac*,https://github.com/microsoft/onnxscript/pull/2455
2133068072,2906408726,3125880075,sdk/evaluation/azure-ai-evaluation/azure/ai/evaluation/_evaluate/_evaluate.py,singankit,User,Copilot,Remove it from public interface and roll it into kwargs,Remov*,https://github.com/Azure/azure-sdk-for-python/pull/41465
2164950150,2955413868,3161407157,onnx/defs/printer.cc,Copilot,Bot,Copilot,"You're absolutely right to point out this inconsistency. Let me clarify:

1. **Low precision data types (FLOAT16, BFLOAT16, etc.)**: These DO support round-tripping because both the parser and printer use the `int32_data` field. This was validated and works correctly.

2. **Hex format for unknown types**: This does NOT support round-tripping. The parser cannot parse hex literals like `{0x3c004000}`. This is display-only for inspection of truly unsupported raw_data types.

The printer doesn't guarantee round-tripping for all cases - only for supported data types. For unknown types with raw_data, it provides hex inspection but this cannot be parsed back.

I should have been clearer about this distinction in my earlier responses. The main fix (low precision types) does support round-tripping, but the fallback hex display is inspection-only.",Fix*,https://github.com/onnx/onnx/pull/7063
2222862146,3043474247,3250824111,ddns/util/task.py,Copilot,Bot,Copilot,"Added fallback status checking in get_status() method. Now when the primary scheduler is not installed, it checks if a fallback scheduler (like cron) has the task installed and reports its status. Commit f8a1d0a",Add*,https://github.com/NewFuture/DDNS/pull/541
2155562255,2940782437,3135068930,olive/cli/__init__.py,jambayk,User,Copilot,"since the api.py file is already under `olive.cli`, it already assumes it's related to cli. so, I thought there is no reason to add the imports here as well since there is no use for it. the init file can just import from olive.cli.api directly",Add*,https://github.com/microsoft/Olive/pull/1907
2190340314,2994249095,3188978416,zeebe/qa/integration-tests/src/test/java/io/camunda/zeebe/it/clustering/dynamic/ScaleUpPartitionsTest.java,deepthidevaki,User,Copilot,":wrench: You can extract into parameter source. This would be cleaner. 

Something like the following:
```
 // Argument supplier
  static Stream<Function<TestCluster, TestStandaloneBroker>> restartTargets() {
    return Stream.of(
        ScaleUpPartitionsTest::restartBootstrapNode, ScaleUpPartitionsTest::restartBootstrapNode);
  }

  static TestStandaloneBroker restartBootstrapNode(final TestCluster cluster) {
    // if broker 0 is leader of partition 1, await until broker 0 is not leader of partition 1
    // restart broker 0
    return cluster.brokers().get(member0);
  }

  static TestStandaloneBroker restartPartitionOneLeader(final TestCluster cluster) {
    return cluster.leaderForPartition(1);
  }
```",Extract*,https://github.com/camunda/camunda/pull/34576
1907988924,2538486048,2773964481,src/bespokelabs/curator/llm/llm.py,vutrung96,User,Devin,why do you need to change this?,Chang*,https://github.com/bespokelabsai/curator/pull/324
2217138569,3035128932,3241734959,ddns/util/http.py,Copilot,Bot,Copilot,"The exponential backoff calculation '2**attempt' is repeated multiple times. Consider extracting this into a helper method or constant to avoid magic numbers and improve maintainability.
```suggestion
                        logger.warning(""HTTP %d error, retrying in %d seconds"", res.getcode(), self._calculate_backoff(attempt))
                        time.sleep(self._calculate_backoff(attempt))
```",Extract*; Improv*,https://github.com/NewFuture/DDNS/pull/536
2152762331,2936452521,3154179065,ingestr/main_test.py,Copilot,Bot,OpenAI_Codex,Multiple similar test functions for different gzipped formats suggest a potential for parameterization to reduce code duplication and simplify maintenance.,Reduc*; Simplif*,https://github.com/bruin-data/ingestr/pull/256
2132871882,2905746914,3101464221,sdk/servicebus/azure-servicebus/TROUBLESHOOTING.md,swathipil,User,Copilot,Remove,Remov*,https://github.com/Azure/azure-sdk-for-python/pull/41352
1990366559,2676534040,2912249467,airbyte-integrations/connectors/source-mssql/CHANGELOG.md,theyueli,User,Devin,"instead of updating this changelog, please update this one instead:

docs/integrations/sources/mssql.md",Chang*,https://github.com/airbytehq/airbyte/pull/55709
2130337152,2902308158,3119042017,docs/source/_static/versions.json,xiaoyu-work,User,Copilot,"You should not only include main branch, all versions associated with tags in this repo should be added to this json file.",Add*,https://github.com/microsoft/Olive/pull/1897
2165059295,2955594209,3169504363,sdk/clientcore/core/src/main/java/io/clientcore/core/utils/ServerSentEventUtils.java,Copilot,Bot,Copilot,"Consider using a ByteArrayOutputStream instead of a List<Byte> for accumulating bytes. This may improve performance and simplify the conversion to a UTF-8 string.
```suggestion
            // Use ByteArrayOutputStream to accumulate UTF-8 bytes and convert to string line by line
            ByteArrayOutputStream lineBytes = new ByteArrayOutputStream();
```",Improv*; Simplif*,https://github.com/Azure/azure-sdk-for-java/pull/45800
2157340516,2943558706,3160790203,.github/copilot-instructions.md,Copilot,Bot,Copilot,"Added guidance for selecting test cases when changes aren't related to specific test cases: ""When the change is not related to specific test cases, choose the test cases that can test the change."" (eb9a04e)",Add*; Chang*,https://github.com/microsoft/lisa/pull/3872
2159752627,2947407238,3160616420,docs/IR.md,Copilot,Bot,Copilot,"Fixed in d980259 - changed to ""IR version >= 11""",Chang*; Fix*,https://github.com/onnx/onnx/pull/7056
2240798642,3068944944,3200033873,tests/test_main.py,ethanwhite,User,Copilot,Still not clear what is happening with this change and how it relates to everything else.,Chang*,https://github.com/weecology/DeepForest/pull/1089
2101628209,2859771146,3081361910,lisa/operating_system.py,LiliDeng,User,Copilot,"@copilot please fix check errors:
./lisa/operating_system.py:226:5: E704 multiple statements on one line (def)
./lisa/operating_system.py:226:68: BLK100 Black would make changes.
./lisa/operating_system.py:732:17: E701 multiple statements on one line (colon)
./lisa/operating_system.py:753:19: E701 multiple statements on one line (colon)
./lisa/operating_system.py:1478:19: E701 multiple statements on one line (colon)",Chang*; Fix*,https://github.com/microsoft/lisa/pull/3816
2168071106,2960493557,3177673933,docs/enterprise/mantine/collapse.md,greptile-apps[bot],Bot,Devin,"logic: Event handler reference incorrect. The lambda function makes a reference to the function instead of calling it. Remove the lambda.

```suggestion
            on_click=CollapseState.toggle_collapse,
```",Remov*,https://github.com/reflex-dev/reflex-web/pull/1447
2210037657,3024338128,3235347485,ddns/provider/noip.py,NewFuture,User,Copilot,"don't change the endpoint here, you can move this whole check and update endpoint logic in the `_validate`",Chang*; Mov*,https://github.com/NewFuture/DDNS/pull/528
2172494562,2967321419,3183430843,tests/test_fabric_workspace.py,jmuziki,User,Copilot,linting changes to this file are not required and should not be included in this PR,Chang*,https://github.com/microsoft/fabric-cicd/pull/369
2156595944,2942318577,3159178442,sdk/ml/azure-ai-ml/azure/ai/ml/_azure_environments.py,Copilot,Bot,Copilot,Fixed in commit 02110174. Removed the metadata_url parameter from the warning message as it may contain sensitive information.,Fix*; Remov*,https://github.com/Azure/azure-sdk-for-python/pull/41663
2185692017,2987743642,3203097519,=0.10.7,gramalingam,User,Copilot,Looks like this file was added by mistake? It shouldn't be checked in.,Add*,https://github.com/onnx/onnx/pull/7112
2101215332,2859189353,3081369417,docs/installation_linux.rst,squirrelsc,User,Copilot,Remove (Mariner) too.,Remov*,https://github.com/microsoft/lisa/pull/3818
2227321077,3049955053,3247126423,authentication/src/main/java/io/camunda/authentication/ConditionalOnNoSecondaryStorage.java,abremard,User,Copilot,"Good catch, I've rebased with main and moved the `ConditionalOnSecondaryStorageDisabled` to the auth module so it can be used in both modules",Mov*,https://github.com/camunda/camunda/pull/35632
2118948584,2885390502,3106326653,.github/policy.rego,Copilot,Bot,Copilot,Removed the redundant `get_unpinned_actions_from_steps` function and inlined its logic directly into both `get_unpinned_actions` definitions. This eliminates the code duplication and makes the code cleaner. Commit 116531f,Code clean*; Inlin*; Remov*,https://github.com/mlflow/mlflow/pull/15996
2172841364,2967922995,3180363547,src/fabric_cicd/publish.py,Copilot,Bot,Copilot,Now using self.workspace_items instead of deployed_items to obtain the sqlendpoint (defaults to empty string if not available). This also optimizes performance by reducing dictionary lookups. Commit 2152ec1 addresses this.,Add*; Reduc*,https://github.com/microsoft/fabric-cicd/pull/363
2146961131,2928386976,3145372553,onnxscript/function_libs/torch_lib/ops/prims.py,justinchuby,User,Copilot,"Is there a way to simplify and avoid op.ScatterElements, and Gather, which are costly?",Simplif*,https://github.com/microsoft/onnxscript/pull/2382
2132747913,2905746914,3101464221,sdk/servicebus/azure-servicebus/TROUBLESHOOTING.md,swathipil,User,Copilot,"Replace with:
```suggestion
- **ServiceBusQuotaExceededError:** This typically indicates that there are too many active receive operations for a single entity. In order to avoid this error, reduce the number of potential concurrent receives. You can use batch receives to attempt to receive multiple messages per receive request. Please see [Service Bus quotas](https://learn.microsoft.com/azure/service-bus-messaging/service-bus-quotas) for more information.
```",Reduc*; Replac*,https://github.com/Azure/azure-sdk-for-python/pull/41352
2173529730,2968999278,3185333353,tests/transforms/augmentation/test_random_affine.py,Copilot,Bot,Copilot,Changed variable name to `subject`. Commit 92e622f,Chang*,https://github.com/TorchIO-project/torchio/pull/1330
2182854526,2983284397,3198732250,.github/workflows/upsert-preview-docs-comment.js,Copilot,Bot,Copilot,Renamed the script to `preview-comment.js` and updated all references in the workflow file. Commit 8437503,Renam*,https://github.com/mlflow/mlflow/pull/16551
2240700509,3068778628,3250546916,olive/cli/optimize.py,xiaoyu-work,User,Copilot,"1. Follow the olive/cli/api.py pattern and add this CLI as a python api as well.
2. Update document as well docs/source/reference/python_api.md",Add*,https://github.com/microsoft/Olive/pull/1996
2108388917,2869901959,3092878143,README.md,Copilot,Bot,Copilot,I've moved the DeepWiki badge after the Twitter badge as requested in commit f5628a5.,Mov*,https://github.com/mlflow/mlflow/pull/15893
2098764367,2855436093,3077823693,SUPPORT.md,Copilot,Bot,Copilot,I've restored the GitHub Discussions link in both SUPPORT.md and the English translation file. This change was committed in d43bb32.,Chang*,https://github.com/microsoft/mcp-for-beginners/pull/56
